timestamp,frobenius_norm
0.000000,0.000000
1642.648757,0.001219
1642.853757,0.027304
1643.053757,0.084682
1643.253757,0.125233
1643.453757,0.133713
1643.653757,0.131564
1643.853757,0.120252
1644.053757,0.118280
1644.253757,0.108060
1644.448757,0.122490
1644.653757,0.170700
1644.853764,0.269727
1645.048757,0.378075
1645.253757,0.458684
1645.453757,0.533229
1645.653757,0.595960
1645.853757,0.686341
1646.053757,0.811461
1646.253757,0.900669
1646.458757,0.907452
1646.653757,0.889743
1646.853757,0.899510
1647.053757,0.898108
1647.248757,0.860052
1647.448757,0.844907
1647.648757,0.814536
1647.848757,0.873701
1648.048757,0.987617
1648.253757,1.227755
1648.453757,1.423734
1648.853757,1.291447
1649.053757,1.818923
1649.253757,2.495431
1649.453757,3.761171
1649.653757,2.239497
1649.848757,1.904564
1650.048757,2.125018
1650.248757,1.592644
1650.448757,1.260419
1650.653757,1.448920
1650.858757,1.612654
1651.053757,1.365915
1651.253757,1.274539
1651.453757,1.673662
1651.653757,2.034807
1651.853757,2.156724
1652.053757,1.804674
1652.253757,1.510159
1652.453757,1.428499
1652.648757,1.354959
1652.848757,1.679792
1653.048757,1.494105
1653.253757,1.662130
1653.453757,2.208160
1653.653757,1.989173
1653.848757,1.974266
1654.053757,2.165292
1654.253757,2.201176
1654.453757,2.421759
1654.653757,2.032553
1654.853757,2.055514
1655.248757,2.562682
1655.448757,2.804230
1655.648757,2.666447
1655.848757,2.712502
1656.048757,2.677105
1656.248757,2.748598
1656.448756,2.372078
1656.648756,2.254748
1656.853757,3.336546
1657.053757,3.411639
1657.253757,3.304746
1657.453757,2.837324
1657.658757,2.835650
1657.853757,2.687422
1658.053757,2.326690
1658.253757,2.482559
1658.453757,2.645503
1658.653757,2.243577
1658.848757,1.648614
1659.048757,1.425128
1659.248757,1.671275
1659.448757,1.621223
1659.653757,1.215925
1659.858757,1.090715
1660.048756,1.014192
1660.253757,0.862822
1660.453757,0.805540
1660.653757,0.972997
1660.853757,0.854261
1661.248757,0.977692
1661.448757,0.816695
1661.653757,1.007966
1661.848757,1.402106
1662.053757,1.543471
1662.253757,1.598325
1662.453757,1.189169
1662.653757,0.719246
1662.853757,0.671860
1663.053757,0.640236
1663.253757,0.610545
1663.453757,0.697616
1663.653763,0.722458
1663.853757,0.884225
1664.053757,1.167865
1664.253756,1.662618
1664.458757,2.083744
1664.648757,1.079358
1664.848757,0.664220
1665.048757,0.659269
1665.253757,0.643815
1665.453757,0.653053
1665.653757,0.945237
1665.853757,1.622215
1666.053757,2.122909
1666.253757,2.168501
1666.448757,1.328896
1666.648757,0.830551
1666.848757,0.622659
1667.048757,0.700530
1667.248757,1.026090
1667.648757,0.973690
1667.848757,1.097327
1668.053757,1.329198
1668.253757,1.979319
1668.453757,2.942571
1668.653756,3.928753
1668.853757,4.031468
1669.058757,3.250171
1669.248757,3.512841
1669.448757,5.285104
1669.653757,7.291486
1669.853757,7.243694
1670.053757,6.107697
1670.253757,4.598658
1670.453757,3.517904
1670.648757,2.732597
1670.853757,2.142936
1671.053757,1.829036
1671.248757,1.766605
1671.458757,2.412367
1671.653757,1.876653
1671.853757,1.437121
1672.048756,1.309091
1672.253757,1.487867
1672.448757,1.543610
1672.648757,1.402375
1672.848757,1.300895
1673.048757,1.726449
1673.453757,1.597151
1673.653757,1.263775
1673.853757,1.500653
1674.058757,1.436636
1674.253757,1.088895
1674.453757,0.941011
1674.648757,1.006750
1674.848757,1.110975
1675.048757,1.149714
1675.248757,1.031412
1675.448757,0.823506
1675.648757,0.954075
1675.848756,1.197886
1676.053757,1.193285
1676.258757,1.123938
1676.453761,1.021919
1676.653757,0.781842
1676.853757,0.710251
1677.053757,0.751577
1677.253757,0.804711
1677.448757,0.744696
1677.648757,0.732809
1677.848757,0.663209
1678.048757,0.629298
1678.248757,0.758798
1678.448757,0.867144
1678.648757,0.800932
1678.853757,0.661380
1679.053757,0.772859
1679.253757,0.866957
1679.453757,0.768561
1679.848757,2.298703
1680.053757,3.058318
1680.248757,2.567708
1680.448757,1.877353
1680.648757,1.076190
1680.848756,0.792019
1681.048757,0.806231
1681.248757,0.805655
1681.448757,0.910291
1681.648757,0.987893
1681.853757,1.129215
1682.053756,1.245920
1682.253757,1.364926
